Trip_ID,travel_time_minutes
TRIP_02330,13.9
TRIP_02331,37.4
TRIP_02332,19.5
TRIP_02333,52.8
TRIP_02334,97.8
TRIP_02335,15.9
TRIP_02336,16.4
TRIP_02337,37.1
TRIP_02338,4.9
TRIP_02339,63.6
TRIP_02340,11.4
TRIP_02341,25.4
TRIP_02342,59.2
TRIP_02343,48.7
TRIP_02344,38.1
TRIP_02345,27.0
TRIP_02346,52.3
TRIP_02347,26.4
TRIP_02348,14.3
TRIP_02349,30.7
TRIP_02350,4.2
TRIP_02351,22.2
TRIP_02352,14.9
TRIP_02353,30.5
TRIP_02354,25.9
TRIP_02355,40.1
TRIP_02356,45.7
TRIP_02357,30.2
TRIP_02358,74.1
TRIP_02359,34.8
TRIP_02360,41.3
TRIP_02361,44.0
TRIP_02362,16.7
TRIP_02363,20.1
TRIP_02364,44.5
TRIP_02365,113.9
TRIP_02366,18.5
TRIP_02367,16.5
TRIP_02368,52.0
TRIP_02369,102.1
TRIP_02370,33.0
TRIP_02371,38.4
TRIP_02372,58.7
TRIP_02373,70.7
TRIP_02374,89.2
TRIP_02375,43.5
TRIP_02376,39.1
TRIP_02377,11.5
TRIP_02378,50.6
TRIP_02379,21.7
TRIP_02380,30.3
TRIP_02381,14.8
TRIP_02382,59.9
TRIP_02383,15.5
TRIP_02384,33.6
TRIP_02385,53.2
TRIP_02386,26.1
TRIP_02387,113.1
TRIP_02388,10.5
TRIP_02389,34.7
TRIP_02390,36.5
TRIP_02391,50.9
TRIP_02392,41.9
TRIP_02393,45.6
TRIP_02394,11.1
TRIP_02395,18.1
TRIP_02396,129.2
TRIP_02397,27.5
TRIP_02398,15.7
TRIP_02399,25.1
TRIP_02400,28.0
TRIP_02401,45.4
TRIP_02402,92.2
TRIP_02403,57.9
TRIP_02404,30.6
TRIP_02405,16.5
TRIP_02406,78.9
TRIP_02407,31.2
TRIP_02408,14.6
TRIP_02409,11.3
TRIP_02410,10.9
TRIP_02411,28.8
TRIP_02412,19.3
TRIP_02413,12.9
TRIP_02414,24.7
TRIP_02415,16.9
TRIP_02416,56.9
TRIP_02417,86.2
TRIP_02418,41.9
TRIP_02419,81.6
TRIP_02420,56.6
TRIP_02421,59.5
TRIP_02422,51.4
TRIP_02423,7.3
TRIP_02424,43.6
TRIP_02425,42.5
TRIP_02426,56.1
TRIP_02427,63.6
TRIP_02428,63.9
TRIP_02429,47.3
TRIP_02430,56.5
TRIP_02431,22.8
TRIP_02432,14.2
TRIP_02433,32.5
TRIP_02434,40.1
TRIP_02435,106.1
TRIP_02436,19.7
TRIP_02437,29.0
TRIP_02438,18.9
TRIP_02439,25.0
TRIP_02440,71.1
TRIP_02441,9.2
TRIP_02442,53.0
TRIP_02443,34.5
TRIP_02444,12.4
TRIP_02445,47.9
TRIP_02446,28.5
TRIP_02447,50.0
TRIP_02448,46.7
TRIP_02449,97.9
TRIP_02450,25.7
TRIP_02451,48.0
TRIP_02452,25.2
TRIP_02453,39.9
TRIP_02454,12.2
TRIP_02455,34.3
TRIP_02456,31.6
TRIP_02457,24.0
TRIP_02458,25.6
TRIP_02459,48.3
TRIP_02460,20.9
TRIP_02461,51.6
TRIP_02462,42.1
TRIP_02463,104.2
TRIP_02464,124.2
TRIP_02465,53.8
TRIP_02466,21.4
TRIP_02467,53.5
TRIP_02468,21.9
TRIP_02469,32.3
TRIP_02470,21.0
TRIP_02471,28.9
TRIP_02472,37.0
TRIP_02473,36.0
TRIP_02474,11.5
TRIP_02475,149.5
TRIP_02476,28.2
TRIP_02477,38.4
TRIP_02478,20.9
TRIP_02479,23.9
TRIP_02480,71.3
TRIP_02481,6.3
TRIP_02482,19.9
TRIP_02483,63.5
TRIP_02484,34.5
TRIP_02485,12.7
TRIP_02486,71.2
TRIP_02487,18.0
TRIP_02488,115.9
TRIP_02489,10.1
TRIP_02490,22.4
TRIP_02491,32.1
TRIP_02492,37.1
TRIP_02493,36.6
TRIP_02494,25.4
TRIP_02495,3.7
TRIP_02496,13.8
TRIP_02497,36.8
TRIP_02498,203.0
TRIP_02499,15.1
TRIP_02500,16.5
TRIP_02501,53.2
TRIP_02502,101.7
TRIP_02503,13.8
TRIP_02504,34.2
TRIP_02505,20.2
TRIP_02506,38.2
TRIP_02507,15.1
TRIP_02508,40.8
TRIP_02509,15.1
TRIP_02510,20.5
TRIP_02511,56.5
TRIP_02512,33.3
TRIP_02513,9.2
TRIP_02514,16.2
TRIP_02515,17.1
TRIP_02516,30.4
TRIP_02517,19.7
TRIP_02518,98.4
TRIP_02519,76.3
TRIP_02520,16.8
TRIP_02521,18.9
TRIP_02522,70.0
TRIP_02523,25.1
TRIP_02524,82.1
TRIP_02525,18.3
TRIP_02526,27.8
TRIP_02527,6.8
TRIP_02528,27.7
TRIP_02529,23.2
TRIP_02530,11.8
TRIP_02531,3.7
TRIP_02532,9.6
TRIP_02533,24.6
TRIP_02534,25.5
TRIP_02535,26.1
TRIP_02536,15.4
TRIP_02537,53.8
TRIP_02538,51.5
TRIP_02539,14.6
TRIP_02540,26.5
TRIP_02541,64.3
TRIP_02542,17.0
TRIP_02543,17.7
TRIP_02544,20.1
TRIP_02545,20.0
TRIP_02546,44.0
TRIP_02547,9.6
TRIP_02548,60.7
TRIP_02549,76.2
TRIP_02550,36.9
TRIP_02551,22.0
TRIP_02552,14.1
TRIP_02553,31.8
TRIP_02554,29.0
TRIP_02555,50.3
TRIP_02556,43.0
TRIP_02557,31.0
TRIP_02558,21.2
TRIP_02559,37.4
TRIP_02560,32.5
TRIP_02561,6.0
TRIP_02562,39.8
TRIP_02563,51.1
TRIP_02564,58.5
TRIP_02565,81.3
TRIP_02566,71.3
TRIP_02567,15.5
TRIP_02568,89.0
TRIP_02569,18.3
TRIP_02570,58.5
TRIP_02571,35.7
TRIP_02572,28.0
TRIP_02573,38.7
TRIP_02574,7.7
TRIP_02575,40.8
TRIP_02576,59.9
TRIP_02577,46.1
TRIP_02578,79.0
TRIP_02579,91.0
TRIP_02580,20.7
TRIP_02581,10.0
TRIP_02582,16.1
TRIP_02583,75.5
TRIP_02584,51.9
TRIP_02585,10.6
TRIP_02586,34.6
TRIP_02587,81.7
TRIP_02588,11.4
TRIP_02589,27.7
TRIP_02590,69.0
TRIP_02591,21.9
TRIP_02592,21.5
TRIP_02593,21.2
TRIP_02594,15.5
TRIP_02595,145.3
TRIP_02596,56.4
TRIP_02597,15.7
TRIP_02598,28.1
TRIP_02599,31.7
TRIP_02600,55.2
TRIP_02601,15.8
TRIP_02602,11.8
TRIP_02603,19.5
TRIP_02604,12.4
TRIP_02605,14.6
TRIP_02606,35.8
TRIP_02607,26.5
TRIP_02608,22.3
TRIP_02609,18.6
TRIP_02610,24.4
TRIP_02611,94.1
TRIP_02612,58.3
TRIP_02613,68.5
TRIP_02614,74.6
TRIP_02615,54.7
TRIP_02616,20.4
TRIP_02617,11.9
TRIP_02618,55.1
TRIP_02619,86.4
TRIP_02620,68.5
TRIP_02621,29.2
TRIP_02622,55.3
TRIP_02623,50.5
TRIP_02624,17.9
TRIP_02625,69.3
TRIP_02626,22.9
TRIP_02627,22.2
TRIP_02628,14.2
TRIP_02629,62.3
TRIP_02630,21.1
TRIP_02631,10.3
TRIP_02632,45.3
TRIP_02633,17.0
TRIP_02634,28.0
TRIP_02635,9.3
TRIP_02636,22.3
TRIP_02637,26.0
TRIP_02638,145.3
TRIP_02639,111.4
TRIP_02640,68.8
TRIP_02641,18.4
TRIP_02642,57.7
TRIP_02643,29.1
TRIP_02644,24.6
TRIP_02645,79.2
TRIP_02646,30.8
TRIP_02647,7.0
TRIP_02648,35.8
TRIP_02649,35.5
TRIP_02650,22.2
TRIP_02651,55.9
TRIP_02652,13.8
TRIP_02653,61.9
TRIP_02654,37.2
TRIP_02655,58.0
TRIP_02656,31.1
TRIP_02657,44.1
TRIP_02658,16.6
TRIP_02659,74.0
TRIP_02660,49.8
TRIP_02661,14.7
TRIP_02662,22.6
TRIP_02663,46.5
TRIP_02664,8.5
TRIP_02665,14.2
TRIP_02666,16.1
TRIP_02667,16.8
TRIP_02668,20.1
TRIP_02669,15.5
TRIP_02670,27.2
TRIP_02671,22.2
TRIP_02672,33.6
TRIP_02673,33.1
TRIP_02674,56.3
TRIP_02675,19.2
TRIP_02676,63.9
TRIP_02677,33.0
TRIP_02678,114.3
TRIP_02679,13.7
TRIP_02680,35.0
TRIP_02681,57.8
TRIP_02682,21.5
TRIP_02683,12.9
TRIP_02684,36.3
TRIP_02685,21.5
TRIP_02686,40.8
TRIP_02687,27.2
TRIP_02688,22.3
TRIP_02689,13.5
TRIP_02690,19.6
TRIP_02691,15.2
TRIP_02692,7.3
TRIP_02693,17.8
TRIP_02694,37.3
TRIP_02695,18.3
TRIP_02696,112.3
TRIP_02697,14.6
TRIP_02698,44.6
TRIP_02699,4.3
TRIP_02700,106.0
TRIP_02701,29.0
TRIP_02702,12.6
TRIP_02703,12.4
TRIP_02704,107.5
TRIP_02705,70.6
TRIP_02706,36.1
TRIP_02707,83.2
TRIP_02708,30.4
TRIP_02709,73.5
TRIP_02710,20.5
TRIP_02711,44.7
TRIP_02712,61.4
TRIP_02713,38.2
TRIP_02714,27.9
TRIP_02715,14.6
TRIP_02716,21.9
TRIP_02717,26.5
TRIP_02718,14.3
TRIP_02719,36.4
TRIP_02720,45.9
TRIP_02721,24.8
TRIP_02722,6.7
TRIP_02723,26.2
TRIP_02724,37.7
TRIP_02725,30.5
TRIP_02726,22.3
TRIP_02727,45.4
TRIP_02728,29.1
TRIP_02729,6.8
TRIP_02730,22.6
TRIP_02731,64.0
TRIP_02732,47.2
TRIP_02733,33.8
TRIP_02734,30.9
TRIP_02735,8.6
TRIP_02736,26.2
TRIP_02737,37.1
TRIP_02738,62.4
TRIP_02739,41.7
TRIP_02740,40.8
TRIP_02741,29.3
TRIP_02742,38.6
TRIP_02743,69.8
TRIP_02744,135.6
TRIP_02745,14.7
TRIP_02746,67.7
TRIP_02747,48.0
TRIP_02748,20.1
TRIP_02749,72.3
TRIP_02750,23.7
TRIP_02751,73.6
TRIP_02752,15.6
TRIP_02753,126.4
TRIP_02754,118.4
TRIP_02755,12.4
TRIP_02756,114.3
TRIP_02757,29.5
TRIP_02758,43.2
TRIP_02759,60.8
TRIP_02760,91.0
TRIP_02761,49.7
TRIP_02762,97.5
TRIP_02763,20.2
TRIP_02764,22.2
TRIP_02765,25.1
TRIP_02766,13.2
TRIP_02767,34.0
TRIP_02768,12.6
TRIP_02769,16.7
TRIP_02770,4.5
TRIP_02771,57.2
TRIP_02772,10.3
TRIP_02773,9.6
TRIP_02774,29.4
TRIP_02775,16.8
TRIP_02776,22.8
TRIP_02777,23.7
TRIP_02778,33.8
TRIP_02779,30.9
TRIP_02780,20.3
TRIP_02781,100.0
TRIP_02782,41.9
TRIP_02783,41.0
TRIP_02784,16.8
TRIP_02785,18.8
TRIP_02786,123.2
TRIP_02787,28.2
TRIP_02788,79.2
TRIP_02789,51.2
TRIP_02790,36.4
TRIP_02791,10.2
TRIP_02792,23.7
TRIP_02793,21.8
TRIP_02794,30.0
TRIP_02795,29.2
TRIP_02796,13.0
TRIP_02797,17.5
TRIP_02798,11.0
TRIP_02799,21.2
TRIP_02800,26.0
TRIP_02801,17.9
TRIP_02802,19.4
TRIP_02803,38.3
TRIP_02804,48.4
TRIP_02805,41.6
TRIP_02806,88.5
TRIP_02807,26.0
TRIP_02808,19.6
TRIP_02809,53.6
TRIP_02810,20.7
TRIP_02811,37.3
TRIP_02812,14.2
TRIP_02813,51.9
TRIP_02814,13.6
TRIP_02815,70.4
TRIP_02816,26.3
TRIP_02817,26.4
TRIP_02818,17.3
TRIP_02819,30.4
TRIP_02820,18.0
TRIP_02821,57.7
TRIP_02822,20.6
TRIP_02823,15.6
TRIP_02824,22.1
TRIP_02825,40.7
TRIP_02826,8.5
TRIP_02827,27.4
TRIP_02828,13.5
TRIP_02829,12.7
TRIP_02830,31.5
TRIP_02831,33.7
TRIP_02832,24.0
TRIP_02833,53.3
TRIP_02834,23.1
TRIP_02835,115.6
TRIP_02836,101.2
TRIP_02837,54.8
TRIP_02838,14.4
TRIP_02839,68.0
TRIP_02840,17.4
TRIP_02841,78.1
TRIP_02842,41.8
TRIP_02843,16.9
TRIP_02844,21.3
TRIP_02845,9.2
TRIP_02846,98.5
TRIP_02847,70.3
TRIP_02848,51.2
TRIP_02849,95.1
TRIP_02850,22.8
TRIP_02851,14.4
TRIP_02852,25.7
TRIP_02853,11.4
TRIP_02854,14.9
TRIP_02855,78.0
TRIP_02856,61.6
TRIP_02857,4.8
TRIP_02858,64.5
TRIP_02859,39.1
TRIP_02860,25.2
TRIP_02861,8.8
TRIP_02862,121.0
TRIP_02863,31.3
TRIP_02864,7.2
TRIP_02865,31.3
TRIP_02866,18.4
TRIP_02867,5.8
TRIP_02868,28.9
TRIP_02869,8.9
TRIP_02870,45.2
TRIP_02871,23.6
TRIP_02872,31.6
TRIP_02873,12.8
TRIP_02874,99.3
TRIP_02875,19.8
TRIP_02876,41.5
TRIP_02877,39.7
TRIP_02878,9.0
TRIP_02879,9.7
TRIP_02880,13.3
TRIP_02881,20.4
TRIP_02882,34.5
TRIP_02883,83.5
TRIP_02884,22.5
TRIP_02885,10.0
TRIP_02886,37.1
TRIP_02887,27.9
TRIP_02888,33.0
TRIP_02889,20.1
TRIP_02890,17.0
TRIP_02891,108.6
TRIP_02892,16.5
TRIP_02893,13.1
TRIP_02894,27.1
TRIP_02895,62.1
TRIP_02896,15.7
TRIP_02897,39.8
TRIP_02898,49.0
TRIP_02899,12.2
TRIP_02900,18.7
TRIP_02901,17.6
TRIP_02902,18.6
TRIP_02903,32.6
TRIP_02904,155.3
TRIP_02905,14.7
TRIP_02906,7.1
TRIP_02907,93.9
TRIP_02908,31.8
TRIP_02909,91.9
TRIP_02910,12.9
TRIP_02911,62.3
TRIP_02912,56.2
TRIP_02913,17.6
TRIP_02914,34.2
TRIP_02915,19.8
TRIP_02916,19.7
TRIP_02917,81.3
TRIP_02918,7.0
TRIP_02919,7.4
TRIP_02920,28.0
TRIP_02921,15.1
TRIP_02922,21.4
TRIP_02923,12.6
TRIP_02924,92.6
TRIP_02925,128.7
TRIP_02926,14.3
TRIP_02927,69.2
TRIP_02928,17.4
TRIP_02929,20.3
TRIP_02930,7.2
TRIP_02931,20.3
TRIP_02932,30.5
TRIP_02933,63.1
TRIP_02934,46.1
TRIP_02935,15.1
TRIP_02936,48.0
TRIP_02937,98.3
TRIP_02938,11.7
TRIP_02939,17.2
TRIP_02940,19.6
TRIP_02941,19.5
TRIP_02942,22.5
TRIP_02943,39.2
TRIP_02944,34.1
TRIP_02945,30.1
TRIP_02946,94.5
TRIP_02947,29.2
TRIP_02948,41.4
TRIP_02949,25.4
TRIP_02950,27.2
TRIP_02951,16.1
TRIP_02952,31.8
TRIP_02953,43.9
TRIP_02954,14.4
TRIP_02955,29.4
TRIP_02956,20.7
TRIP_02957,42.1
TRIP_02958,121.3
TRIP_02959,25.9
TRIP_02960,25.3
TRIP_02961,42.9
TRIP_02962,12.3
TRIP_02963,49.3
TRIP_02964,52.9
TRIP_02965,31.8
TRIP_02966,59.1
TRIP_02967,32.6
TRIP_02968,29.5
TRIP_02969,16.5
TRIP_02970,4.6
TRIP_02971,14.5
TRIP_02972,44.8
TRIP_02973,55.9
TRIP_02974,76.7
TRIP_02975,70.8
TRIP_02976,27.4
TRIP_02977,57.3
TRIP_02978,19.9
TRIP_02979,18.1
TRIP_02980,43.8
TRIP_02981,47.3
TRIP_02982,129.6
TRIP_02983,53.2
TRIP_02984,27.5
TRIP_02985,51.4
TRIP_02986,29.9
TRIP_02987,59.0
TRIP_02988,55.2
TRIP_02989,3.9
TRIP_02990,43.1
TRIP_02991,13.1
TRIP_02992,14.0
TRIP_02993,24.8
TRIP_02994,66.0
TRIP_02995,21.0
TRIP_02996,13.1
TRIP_02997,12.0
TRIP_02998,93.6
TRIP_02999,37.8
TRIP_03000,16.8
TRIP_03001,17.9
TRIP_03002,143.6
TRIP_03003,55.0
TRIP_03004,168.4
TRIP_03005,85.9
TRIP_03006,80.4
TRIP_03007,23.2
TRIP_03008,19.4
TRIP_03009,48.4
TRIP_03010,72.7
TRIP_03011,37.4
TRIP_03012,68.2
TRIP_03013,116.0
TRIP_03014,47.3
TRIP_03015,14.2
TRIP_03016,118.5
TRIP_03017,21.0
TRIP_03018,153.7
TRIP_03019,45.3
TRIP_03020,86.7
TRIP_03021,49.7
TRIP_03022,38.5
TRIP_03023,32.7
TRIP_03024,35.8
TRIP_03025,21.4
TRIP_03026,58.7
TRIP_03027,101.7
TRIP_03028,15.7
TRIP_03029,19.0
TRIP_03030,34.9
TRIP_03031,25.4
TRIP_03032,86.0
TRIP_03033,45.7
TRIP_03034,96.4
TRIP_03035,47.1
TRIP_03036,175.1
TRIP_03037,30.9
TRIP_03038,83.8
TRIP_03039,24.7
TRIP_03040,19.5
TRIP_03041,33.2
TRIP_03042,16.9
TRIP_03043,20.8
TRIP_03044,70.2
TRIP_03045,31.9
TRIP_03046,77.6
TRIP_03047,11.6
TRIP_03048,83.2
TRIP_03049,66.7
TRIP_03050,16.4
TRIP_03051,39.4
TRIP_03052,32.4
TRIP_03053,13.9
TRIP_03054,37.7
TRIP_03055,75.0
TRIP_03056,80.3
TRIP_03057,50.3
TRIP_03058,7.1
TRIP_03059,61.5
TRIP_03060,65.3
TRIP_03061,27.1
TRIP_03062,34.6
TRIP_03063,18.2
TRIP_03064,10.9
TRIP_03065,40.2
TRIP_03066,204.1
TRIP_03067,57.3
TRIP_03068,28.5
TRIP_03069,11.5
TRIP_03070,28.9
TRIP_03071,76.3
TRIP_03072,137.8
TRIP_03073,30.5
TRIP_03074,22.5
TRIP_03075,32.1
TRIP_03076,20.8
TRIP_03077,15.0
TRIP_03078,36.5
TRIP_03079,33.4
TRIP_03080,35.4
TRIP_03081,57.9
TRIP_03082,107.2
TRIP_03083,35.3
TRIP_03084,25.0
TRIP_03085,63.4
TRIP_03086,32.9
TRIP_03087,31.1
TRIP_03088,11.3
TRIP_03089,52.5
TRIP_03090,18.1
TRIP_03091,16.3
TRIP_03092,41.2
TRIP_03093,15.0
TRIP_03094,11.4
TRIP_03095,44.3
TRIP_03096,35.0
TRIP_03097,174.0
TRIP_03098,33.1
TRIP_03099,30.6
TRIP_03100,70.2
TRIP_03101,76.0
TRIP_03102,20.8
TRIP_03103,22.9
TRIP_03104,29.3
TRIP_03105,54.8
TRIP_03106,37.7
TRIP_03107,55.3
TRIP_03108,21.3
TRIP_03109,54.5
TRIP_03110,94.0
TRIP_03111,23.2
TRIP_03112,32.2
TRIP_03113,41.1
TRIP_03114,29.4
TRIP_03115,21.8
TRIP_03116,67.2
TRIP_03117,8.3
TRIP_03118,19.4
TRIP_03119,102.6
TRIP_03120,32.5
TRIP_03121,6.9
TRIP_03122,32.1
TRIP_03123,17.7
TRIP_03124,85.6
TRIP_03125,9.2
TRIP_03126,53.7
TRIP_03127,20.3
TRIP_03128,151.2
TRIP_03129,63.8
TRIP_03130,46.8
TRIP_03131,12.6
TRIP_03132,35.2
TRIP_03133,31.9
TRIP_03134,26.8
TRIP_03135,56.1
TRIP_03136,57.1
TRIP_03137,67.7
TRIP_03138,22.3
TRIP_03139,21.0
TRIP_03140,16.6
TRIP_03141,11.2
TRIP_03142,17.9
TRIP_03143,21.6
TRIP_03144,13.1
TRIP_03145,71.2
TRIP_03146,45.0
TRIP_03147,26.4
TRIP_03148,73.2
TRIP_03149,19.9
TRIP_03150,87.2
TRIP_03151,25.0
TRIP_03152,31.3
TRIP_03153,21.6
TRIP_03154,46.6
TRIP_03155,53.9
TRIP_03156,107.0
TRIP_03157,21.7
TRIP_03158,44.7
TRIP_03159,54.5
TRIP_03160,40.1
TRIP_03161,18.1
TRIP_03162,70.0
TRIP_03163,22.4
TRIP_03164,31.2
TRIP_03165,15.6
TRIP_03166,31.5
TRIP_03167,29.1
TRIP_03168,6.2
TRIP_03169,24.5
TRIP_03170,5.1
TRIP_03171,34.1
TRIP_03172,102.1
TRIP_03173,11.3
TRIP_03174,64.4
TRIP_03175,23.2
TRIP_03176,25.9
TRIP_03177,51.9
TRIP_03178,50.0
TRIP_03179,13.5
TRIP_03180,14.4
TRIP_03181,7.9
TRIP_03182,29.9
TRIP_03183,22.6
TRIP_03184,34.2
TRIP_03185,20.3
TRIP_03186,12.3
TRIP_03187,35.4
TRIP_03188,28.2
TRIP_03189,63.7
TRIP_03190,65.3
TRIP_03191,29.8
TRIP_03192,21.4
TRIP_03193,37.9
TRIP_03194,79.3
TRIP_03195,38.1
TRIP_03196,39.0
TRIP_03197,50.9
TRIP_03198,10.2
TRIP_03199,9.4
TRIP_03200,11.5
TRIP_03201,18.5
TRIP_03202,37.4
TRIP_03203,18.3
TRIP_03204,43.3
TRIP_03205,93.8
TRIP_03206,30.8
TRIP_03207,9.8
TRIP_03208,15.3
TRIP_03209,31.9
TRIP_03210,28.7
TRIP_03211,35.3
TRIP_03212,17.4
TRIP_03213,24.7
TRIP_03214,91.4
TRIP_03215,31.7
TRIP_03216,161.9
TRIP_03217,24.5
TRIP_03218,26.6
TRIP_03219,29.3
TRIP_03220,43.1
TRIP_03221,37.0
TRIP_03222,36.3
TRIP_03223,4.5
TRIP_03224,37.0
TRIP_03225,7.7
TRIP_03226,10.2
TRIP_03227,116.3
TRIP_03228,84.7
TRIP_03229,26.8
TRIP_03230,15.5
TRIP_03231,39.2
TRIP_03232,75.7
TRIP_03233,69.2
TRIP_03234,75.0
TRIP_03235,9.4
TRIP_03236,42.3
TRIP_03237,24.0
TRIP_03238,62.7
TRIP_03239,23.3
TRIP_03240,47.6
TRIP_03241,33.0
TRIP_03242,116.5
TRIP_03243,19.0
TRIP_03244,20.3
TRIP_03245,31.0
TRIP_03246,8.5
TRIP_03247,57.8
TRIP_03248,22.4
TRIP_03249,39.9
TRIP_03250,113.1
TRIP_03251,17.3
TRIP_03252,16.6
TRIP_03253,112.1
TRIP_03254,39.5
TRIP_03255,14.1
TRIP_03256,90.4
TRIP_03257,8.1
TRIP_03258,20.3
TRIP_03259,38.4
TRIP_03260,26.2
TRIP_03261,82.9
TRIP_03262,7.2
TRIP_03263,14.2
TRIP_03264,40.5
TRIP_03265,40.9
TRIP_03266,58.0
TRIP_03267,56.6
TRIP_03268,66.7
TRIP_03269,47.7
TRIP_03270,66.8
TRIP_03271,39.5
TRIP_03272,18.6
TRIP_03273,18.0
TRIP_03274,35.0
TRIP_03275,66.2
TRIP_03276,21.9
TRIP_03277,51.4
TRIP_03278,32.3
TRIP_03279,17.5
TRIP_03280,30.0
TRIP_03281,7.5
TRIP_03282,46.5
TRIP_03283,27.7
TRIP_03284,8.5
TRIP_03285,8.1
TRIP_03286,74.6
TRIP_03287,33.4
TRIP_03288,14.5
TRIP_03289,65.5
TRIP_03290,28.6
TRIP_03291,6.0
TRIP_03292,93.6
TRIP_03293,44.4
TRIP_03294,67.9
TRIP_03295,108.4
TRIP_03296,21.3
TRIP_03297,40.2
TRIP_03298,50.7
TRIP_03299,49.2
TRIP_03300,20.9
TRIP_03301,44.3
TRIP_03302,30.8
TRIP_03303,19.3
TRIP_03304,24.7
TRIP_03305,27.3
TRIP_03306,15.3
TRIP_03307,44.3
TRIP_03308,20.9
TRIP_03309,44.8
TRIP_03310,56.3
TRIP_03311,79.6
TRIP_03312,30.1
TRIP_03313,17.1
TRIP_03314,19.7
TRIP_03315,20.3
TRIP_03316,18.4
TRIP_03317,6.2
TRIP_03318,17.3
TRIP_03319,54.2
TRIP_03320,15.2
TRIP_03321,90.9
TRIP_03322,42.5
TRIP_03323,15.2
TRIP_03324,98.3
TRIP_03325,37.5
TRIP_03326,36.6
TRIP_03327,21.5
TRIP_03328,18.2
TRIP_03329,20.2
TRIP_03330,82.6
TRIP_03331,94.2
TRIP_03332,16.0
TRIP_03333,14.1
TRIP_03334,109.4
TRIP_03335,11.5
TRIP_03336,54.2
TRIP_03337,29.1
TRIP_03338,12.5
TRIP_03339,11.6
TRIP_03340,15.1
TRIP_03341,25.5
TRIP_03342,30.6
TRIP_03343,58.5
TRIP_03344,27.8
TRIP_03345,4.9
TRIP_03346,18.5
TRIP_03347,30.3
TRIP_03348,50.6
TRIP_03349,69.8
TRIP_03350,79.3
TRIP_03351,29.0
TRIP_03352,83.8
TRIP_03353,64.0
TRIP_03354,31.6
TRIP_03355,23.9
TRIP_03356,15.3
TRIP_03357,81.9
TRIP_03358,12.4
TRIP_03359,13.7
TRIP_03360,48.4
TRIP_03361,15.0
TRIP_03362,108.3
TRIP_03363,27.6
TRIP_03364,28.0
TRIP_03365,42.8
TRIP_03366,11.0
TRIP_03367,18.8
TRIP_03368,27.3
TRIP_03369,13.0
TRIP_03370,28.5
TRIP_03371,89.1
TRIP_03372,51.9
TRIP_03373,19.6
TRIP_03374,17.4
TRIP_03375,13.4
TRIP_03376,18.7
TRIP_03377,16.2
TRIP_03378,27.5
TRIP_03379,32.0
TRIP_03380,15.8
TRIP_03381,158.3
TRIP_03382,20.0
TRIP_03383,56.4
TRIP_03384,41.6
TRIP_03385,53.1
TRIP_03386,43.2
TRIP_03387,21.9
TRIP_03388,36.9
TRIP_03389,29.4
TRIP_03390,53.2
TRIP_03391,24.6
TRIP_03392,43.5
TRIP_03393,92.0
TRIP_03394,17.5
TRIP_03395,36.5
TRIP_03396,38.8
TRIP_03397,47.0
TRIP_03398,47.2
TRIP_03399,30.8
TRIP_03400,7.6
TRIP_03401,96.2
TRIP_03402,21.8
TRIP_03403,23.8
TRIP_03404,23.7
TRIP_03405,18.5
TRIP_03406,71.3
TRIP_03407,40.9
TRIP_03408,51.5
TRIP_03409,10.9
TRIP_03410,37.9
TRIP_03411,26.2
TRIP_03412,31.7
TRIP_03413,19.0
TRIP_03414,6.2
TRIP_03415,30.9
TRIP_03416,67.0
TRIP_03417,14.8
TRIP_03418,34.2
TRIP_03419,23.0
TRIP_03420,9.2
TRIP_03421,39.6
TRIP_03422,18.3
TRIP_03423,60.7
TRIP_03424,25.7
TRIP_03425,52.1
TRIP_03426,14.6
TRIP_03427,21.9
TRIP_03428,198.9
TRIP_03429,36.0
TRIP_03430,17.5
TRIP_03431,55.2
TRIP_03432,45.2
TRIP_03433,52.3
TRIP_03434,12.7
TRIP_03435,22.6
TRIP_03436,13.6
TRIP_03437,12.0
TRIP_03438,29.5
TRIP_03439,35.6
TRIP_03440,41.2
TRIP_03441,22.2
TRIP_03442,11.0
TRIP_03443,40.6
TRIP_03444,21.9
TRIP_03445,37.8
TRIP_03446,107.4
TRIP_03447,25.6
TRIP_03448,35.1
TRIP_03449,11.5
TRIP_03450,45.6
TRIP_03451,45.4
TRIP_03452,22.0
TRIP_03453,10.9
TRIP_03454,5.3
TRIP_03455,77.5
TRIP_03456,144.5
TRIP_03457,109.6
TRIP_03458,13.7
TRIP_03459,27.4
TRIP_03460,44.0
TRIP_03461,14.2
TRIP_03462,21.6
TRIP_03463,16.5
TRIP_03464,63.3
TRIP_03465,92.8
TRIP_03466,19.4
TRIP_03467,6.7
TRIP_03468,46.2
TRIP_03469,33.9
TRIP_03470,38.0
TRIP_03471,45.7
TRIP_03472,29.8
TRIP_03473,17.8
TRIP_03474,12.2
TRIP_03475,47.1
TRIP_03476,22.8
TRIP_03477,59.7
TRIP_03478,28.2
TRIP_03479,42.2
TRIP_03480,12.0
TRIP_03481,70.2
TRIP_03482,38.1
TRIP_03483,22.7
TRIP_03484,28.4
TRIP_03485,11.6
TRIP_03486,18.5
TRIP_03487,25.0
TRIP_03488,45.5
TRIP_03489,21.2
TRIP_03490,79.5
TRIP_03491,18.8
TRIP_03492,51.6
TRIP_03493,16.6
TRIP_03494,16.9
